RegionName,CountryName,Year,SuicideCount,Population,GDP,InflationRate,EmploymentPopulationRatio
Europe,Bulgaria,1992,1519.0,8540164.0,10350515464.0,91.29793273,48.423
Europe,Bulgaria,1993,1470.0,8472313.0,10832064942.0,72.87879139,47.072
Europe,Bulgaria,1994,1464.0,8443591.0,9697416974.0,96.05733827,48.342
Europe,Bulgaria,1995,1433.0,8406067.0,18991484420.0,62.05483368,48.51
Europe,Bulgaria,1996,1526.0,8362826.0,12294964838.0,121.6075424,46.982
Europe,Bulgaria,1997,1465.0,8312068.0,11316127379.0,1058.373559,45.581
Europe,Bulgaria,1998,1503.0,8256786.0,15031055047.0,18.67220444,45.602
Europe,Bulgaria,1999,1307.0,8210624.0,13627325461.0,2.573042819,43.86
Europe,Bulgaria,2000,1383.0,8170172.0,13245990274.0,10.31626213,42.041
Europe,Bulgaria,2001,1314.0,8009142.0,14183446026.0,7.360939272,41.137
Europe,Bulgaria,2002,1317.0,7837161.0,16403043850.0,5.810143657,41.616
Europe,Bulgaria,2003,1092.0,7775327.0,21144957990.0,2.348641696,43.066
Europe,Bulgaria,2004,1013.0,7716860.0,26157743369.0,6.147130742,44.464
Europe,Bulgaria,2005,982.0,7658972.0,29868657858.0,5.038838071,44.681
Europe,Bulgaria,2006,977.0,7601022.0,34380536496.0,7.261594628,46.7
Europe,Bulgaria,2007,902.0,7545338.0,44432811756.0,8.40253419,48.981
Europe,Bulgaria,2008,939.0,7492561.0,54480684188.0,12.3487196,50.791
Europe,Bulgaria,2009,868.0,7444443.0,52023801230.0,2.753202239,49.404
Europe,Bulgaria,2010,859.0,7395599.0,50760929303.0,2.438990605,47.902
Europe,Bulgaria,2011,763.0,7348328.0,57737040780.0,4.219903466,46.597
Europe,Bulgaria,2012,872.0,7305888.0,54288135059.0,2.954568298,46.567
Europe,Bulgaria,2013,721.0,7265115.0,55852123990.0,0.890093541,46.925
Europe,Bulgaria,2014,724.0,7223938.0,57157782910.0,-1.418183803,47.957
Europe,Bulgaria,2015,679.0,7177991.0,50811995689.0,-0.104633261,49.128
Europe,Bulgaria,2016,667.0,7127822.0,53964253212.0,-0.798649886,49.293
Europe,Bulgaria,2017,698.0,7075947.0,59309748166.0,2.061596194,51.94
Europe,Bulgaria,2018,642.0,7025037.0,66370132238.0,2.814544738,52.438
Europe,Bulgaria,2019,573.0,6975761.0,68881010246.0,3.103729448,54.187
Europe,Bulgaria,2020,588.0,6934015.0,70368758395.0,1.672440969,52.706
Europe,Bulgaria,2021,559.0,6877743.0,84041493016.0,3.297744353,52.348
Africa,Cabo Verde,2011,42.0,527521.0,2046817987.0,4.473883422,52.644
North America and the Caribbean,Canada,1991,3593.0,28037420.0,612528000000.0,5.625864086,59.709
North America and the Caribbean,Canada,1992,3709.0,28371264.0,594387000000.0,1.490132904,58.342
North America and the Caribbean,Canada,1993,3803.0,28684764.0,579054000000.0,1.865079365,57.904
North America and the Caribbean,Canada,1994,3749.0,29000663.0,579944000000.0,0.165562914,58.383
North America and the Caribbean,Canada,1995,3970.0,29302311.0,605961000000.0,2.148760331,58.669
North America and the Caribbean,Canada,1996,3941.0,29610218.0,630608000000.0,1.570531125,58.449
North America and the Caribbean,Canada,1997,3681.0,29905948.0,654987000000.0,1.621216381,58.967
North America and the Caribbean,Canada,1998,3699.0,30155173.0,634000000000.0,0.995942457,59.737
North America and the Caribbean,Canada,1999,4074.0,30401286.0,678412000000.0,1.734842951,60.563
North America and the Caribbean,Canada,2000,3606.0,30685730.0,744773000000.0,2.719439957,61.269
North America and the Caribbean,Canada,2001,3694.0,31020902.0,738982000000.0,2.52512014,61.151
North America and the Caribbean,Canada,2002,3650.0,31360079.0,760649000000.0,2.258394409,61.739
North America and the Caribbean,Canada,2003,3765.0,31644028.0,895541000000.0,2.758563214,62.446
North America and the Caribbean,Canada,2004,3613.0,31940655.0,1026690000000.0,1.857258719,62.637
North America and the Caribbean,Canada,2005,3743.0,32243753.0,1173110000000.0,2.213552034,62.601
North America and the Caribbean,Canada,2006,3512.0,32571174.0,1319260000000.0,2.002025395,62.677
North America and the Caribbean,Canada,2007,3611.0,32889025.0,1468820000000.0,2.138383993,63.286
North America and the Caribbean,Canada,2008,3705.0,33247118.0,1552990000000.0,2.370270674,63.317
North America and the Caribbean,Canada,2009,3890.0,33628895.0,1374630000000.0,0.299466803,61.414
North America and the Caribbean,Canada,2010,3951.0,34004889.0,1617340000000.0,1.776871541,61.437
North America and the Caribbean,Canada,2011,3728.0,34339328.0,1793330000000.0,2.912135089,61.613
North America and the Caribbean,Canada,2012,3926.0,34714222.0,1828370000000.0,1.515678231,61.586
North America and the Caribbean,Canada,2013,4054.0,35082954.0,1846600000000.0,0.938291898,61.715
North America and the Caribbean,Canada,2014,4254.0,35437435.0,1805750000000.0,1.906635907,61.358
North America and the Caribbean,Canada,2015,4405.0,35702908.0,1556510000000.0,1.125241361,61.264
North America and the Caribbean,Canada,2016,3978.0,36109487.0,1527990000000.0,1.428759547,61.084
North America and the Caribbean,Canada,2017,4157.0,36545236.0,1649270000000.0,1.596884129,61.532
North America and the Caribbean,Canada,2018,4576.0,37065084.0,1725330000000.0,2.268225672,61.59
North America and the Caribbean,Canada,2019,4581.0,37601230.0,1743730000000.0,1.949269024,61.971
North America and the Caribbean,Canada,2020,4152.0,38007166.0,1655680000000.0,0.716999632,57.836
North America and the Caribbean,Canada,2021,3769.0,38226498.0,2007470000000.0,3.395193185,60.17
North America and the Caribbean,Canada,2022,3593.0,38929902.0,2161480000000.0,6.802801153,61.568
Central and South America,Chile,1991,787.0,13561945.0,37846188181.0,21.78441243,50.527
Central and South America,Chile,1992,658.0,13782297.0,45949608605.0,15.42580647,51.967
Central and South America,Chile,1993,740.0,13998386.0,49287378588.0,12.72776695,52.407
Central and South America,Chile,1994,801.0,14210674.0,56998601233.0,11.44311964,52.005
Central and South America,Chile,1995,930.0,14416796.0,73444831587.0,8.232630341,53.413
Central and South America,Chile,1996,917.0,14615483.0,78584098983.0,7.359117818,52.434
Central and South America,Chile,1997,910.0,14809289.0,85741415248.0,6.133864644,52.577
Central and South America,Chile,1998,1031.0,14996742.0,81990010726.0,5.110249545,52.602
Central and South America,Chile,1999,1041.0,15176410.0,75578685736.0,3.336879175,50.328
Central and South America,Chile,2000,1473.0,15351799.0,78339750717.0,3.843272957,50.045
Central and South America,Chile,2001,1625.0,15523978.0,71574739559.0,3.56910053,49.294
Central and South America,Chile,2002,1603.0,15693790.0,70264045960.0,2.489398167,48.966
Central and South America,Chile,2003,1654.0,15859112.0,76492579644.0,2.810178757,49.654
Central and South America,Chile,2004,1735.0,16017966.0,99075985722.0,1.054738714,49.771
Central and South America,Chile,2005,1682.0,16175311.0,122294000000.0,3.052576214,50.534
Central and South America,Chile,2006,1795.0,16334575.0,153844000000.0,3.392017337,51.749
Central and South America,Chile,2007,1848.0,16495538.0,172491000000.0,4.407799384,52.515
Central and South America,Chile,2008,2088.0,16661462.0,179895000000.0,8.71626873,53.111
Central and South America,Chile,2009,2148.0,16833447.0,171778000000.0,0.353045178,51.751
Central and South America,Chile,2010,2001.0,17004162.0,217051000000.0,1.41071108,53.754
Central and South America,Chile,2011,2027.0,17173573.0,251383000000.0,3.341216943,55.627
Central and South America,Chile,2012,1841.0,17341771.0,267025000000.0,3.007448402,55.783
Central and South America,Chile,2013,1738.0,17509925.0,277395000000.0,1.78955554,56.074
Central and South America,Chile,2014,1789.0,17687108.0,259561000000.0,4.718675279,56.019
Central and South America,Chile,2015,1838.0,17870124.0,242450000000.0,4.348773532,56.012
Central and South America,Chile,2016,1858.0,18083879.0,249345000000.0,3.786193559,55.645
Central and South America,Chile,2017,1880.0,18368577.0,276154000000.0,2.182718469,55.774
Central and South America,Chile,2018,1824.0,18701450.0,295858000000.0,2.434889814,55.563
Central and South America,Chile,2019,1901.0,19039485.0,278599000000.0,2.557544757,55.286
Central and South America,Chile,2020,1602.0,19300315.0,254258000000.0,3.045490848,50.194
Central and South America,Chile,2021,1571.0,19493184.0,316581000000.0,4.524568383,52.209
Asia,"China, Hong Kong SAR",1991,748.0,5752000.0,88959997900.0,11.15879828,62.308
Asia,"China, Hong Kong SAR",1992,732.0,5800500.0,104273000000.0,9.652509653,61.059
Asia,"China, Hong Kong SAR",1993,609.0,5901000.0,120354000000.0,8.802816901,61.226
Asia,"China, Hong Kong SAR",1994,751.0,6035400.0,135812000000.0,8.737864078,61.303
Asia,"China, Hong Kong SAR",1995,724.0,6156100.0,144652000000.0,9.077380952,59.975
Asia,"China, Hong Kong SAR",1996,788.0,6435500.0,159718000000.0,6.275579809,60.032
Asia,"China, Hong Kong SAR",1997,642.0,6489300.0,177353000000.0,5.776636714,60.399
Asia,"China, Hong Kong SAR",1998,847.0,6543700.0,168885000000.0,2.912621359,59.151
Asia,"China, Hong Kong SAR",1999,872.0,6606500.0,165768000000.0,-4.009433962,57.499
Asia,"China, Hong Kong SAR",2000,890.0,6665000.0,171669000000.0,-3.685503686,57.685
Asia,"China, Hong Kong SAR",2001,1001.0,6714300.0,169404000000.0,-1.658163265,58.303
Asia,"China, Hong Kong SAR",2002,1040.0,6744100.0,166349000000.0,-2.983138781,57.329
Asia,"China, Hong Kong SAR",2003,1103.0,6730800.0,161386000000.0,-2.673796791,56.528
Asia,"China, Hong Kong SAR",2004,1278.0,6783500.0,169100000000.0,-0.274725275,57.14
Asia,"China, Hong Kong SAR",2005,1149.0,6813200.0,181569000000.0,0.826446281,57.587
Asia,"China, Hong Kong SAR",2006,1042.0,6857100.0,193535000000.0,2.000251604,58.338
Asia,"China, Hong Kong SAR",2007,922.0,6916300.0,211597000000.0,2.035027134,58.765
Asia,"China, Hong Kong SAR",2008,878.0,6957800.0,219279000000.0,4.303154841,58.713
Asia,"China, Hong Kong SAR",2009,1025.0,6972800.0,214048000000.0,0.579441418,57.573
Asia,"China, Hong Kong SAR",2010,1008.0,7024200.0,228639000000.0,2.292890886,57.01
Asia,"China, Hong Kong SAR",2011,821.0,7071600.0,248514000000.0,5.30524893,58.016
Asia,"China, Hong Kong SAR",2012,823.0,7150100.0,262629000000.0,4.053909509,58.51
Asia,"China, Hong Kong SAR",2013,999.0,7178900.0,275697000000.0,4.337993421,59.139
Asia,"China, Hong Kong SAR",2014,926.0,7229500.0,291460000000.0,4.42364532,59.045
Asia,"China, Hong Kong SAR",2015,991.0,7291300.0,309386000000.0,2.990848193,59.116
Asia,"China, Hong Kong SAR",2016,931.0,7336600.0,320860000000.0,2.409307439,58.98
Asia,"China, Hong Kong SAR",2017,845.0,7393200.0,341273000000.0,1.493872439,59.213
Central and South America,Colombia,1991,1020.0,33272628.0,49637993949.0,30.38782049,59.968
Central and South America,Colombia,1992,1101.0,33939039.0,58394443378.0,27.01062662,60.619
Central and South America,Colombia,1993,1105.0,34614735.0,66474101301.0,22.44248285,62.046
Central and South America,Colombia,1994,1224.0,35295461.0,81705497617.0,22.84624176,62.113
Central and South America,Colombia,1995,1172.0,35970101.0,92495970511.0,20.89179302,62.11
Central and South America,Colombia,1996,1229.0,36632573.0,97153389011.0,20.79757551,60.031
Central and South America,Colombia,1997,1260.0,37291946.0,106656000000.0,18.47002171,59.96
Central and South America,Colombia,1998,2117.0,37944414.0,98486358581.0,18.67697993,57.908
Central and South America,Colombia,1999,2167.0,38585033.0,86278947637.0,10.87368709,53.954
Central and South America,Colombia,2000,2382.0,39215135.0,99875074951.0,9.225348186,53.752
Central and South America,Colombia,2001,2426.0,39837875.0,98200641203.0,7.965560903,57.467
Central and South America,Colombia,2002,2397.0,40454050.0,97945812803.0,6.351507288,56.956
Central and South America,Colombia,2003,2284.0,41057687.0,94644969157.0,7.129788629,58.524
Central and South America,Colombia,2004,2264.0,41648268.0,117092000000.0,5.904020055,57.54
Central and South America,Colombia,2005,2119.0,42220940.0,145601000000.0,5.051019627,58.113
Central and South America,Colombia,2006,2188.0,42772910.0,161793000000.0,4.293423636,57.453
Central and South America,Colombia,2007,2192.0,43306582.0,206230000000.0,5.544384858,56.734
Central and South America,Colombia,2008,2234.0,43815313.0,242504000000.0,6.996884956,56.929
Central and South America,Colombia,2009,2259.0,44313917.0,232469000000.0,4.202516612,58.869
Central and South America,Colombia,2010,2118.0,44816108.0,286499000000.0,2.272002279,59.601
Central and South America,Colombia,2011,2052.0,45308899.0,334966000000.0,3.415033448,60.563
Central and South America,Colombia,2012,2127.0,45782417.0,370691000000.0,3.169301888,61.29
Central and South America,Colombia,2013,2075.0,46237930.0,382094000000.0,2.016992243,61.048
Central and South America,Colombia,2014,2136.0,46677947.0,381241000000.0,2.898837878,61.095
Central and South America,Colombia,2015,2348.0,47119728.0,293492000000.0,4.989831158,61.276
Central and South America,Colombia,2016,2482.0,47625955.0,282720000000.0,7.513460246,60.495
Central and South America,Colombia,2017,2711.0,48351671.0,311867000000.0,4.314313257,60.01
Central and South America,Colombia,2018,2871.0,49276961.0,334198000000.0,3.240569329,59.134
Central and South America,Colombia,2019,2930.0,50187406.0,323032000000.0,3.523019327,57.708
Central and South America,Colombia,2020,2748.0,50930662.0,270151000000.0,2.526635001,53.285
Central and South America,Colombia,2021,3049.0,51516562.0,318512000000.0,3.495057574,55.388
Central and South America,Costa Rica,1991,130.0,3239414.0,7196276092.0,28.70929137,53.466
Central and South America,Costa Rica,1992,153.0,3321939.0,8564041916.0,21.79116879,53.473
Central and South America,Costa Rica,1993,165.0,3405372.0,9582868487.0,9.778600783,54.307
Central and South America,Costa Rica,1994,164.0,3489152.0,10486787008.0,13.53446873,54.711
Central and South America,Costa Rica,1995,211.0,3572856.0,11578594260.0,23.18649811,55.024
Central and South America,Costa Rica,1996,210.0,3656234.0,11678424507.0,17.51145248,52.522
Central and South America,Costa Rica,1997,188.0,3739421.0,12614602382.0,13.24804408,54.828
Central and South America,Costa Rica,1998,223.0,3821421.0,13684255947.0,11.65929977,56.509
Central and South America,Costa Rica,1999,233.0,3901430.0,14254866281.0,10.04528173,56.168
Central and South America,Costa Rica,2000,242.0,3979193.0,15013629659.0,10.96154966,55.879
Central and South America,Costa Rica,2001,206.0,4053222.0,15976174337.0,11.25561571,56.586
Central and South America,Costa Rica,2002,281.0,4122623.0,16578820687.0,9.167520485,55.935
Central and South America,Costa Rica,2003,317.0,4188610.0,17271760507.0,9.447580916,56.047
Central and South America,Costa Rica,2004,327.0,4252800.0,18610594846.0,12.31481502,55.079
Central and South America,Costa Rica,2005,274.0,4315887.0,20040642477.0,13.79829491,57.172
Central and South America,Costa Rica,2006,351.0,4378172.0,22715540325.0,11.47059681,57.053
Central and South America,Costa Rica,2007,270.0,4440019.0,26884700345.0,9.357244564,58.629
Central and South America,Costa Rica,2008,261.0,4501921.0,30801744882.0,13.42446355,57.907
Central and South America,Costa Rica,2009,280.0,4563127.0,30745714313.0,7.842701677,55.75
Central and South America,Costa Rica,2010,311.0,4622252.0,37658614804.0,5.662757084,54.965
Central and South America,Costa Rica,2011,316.0,4679926.0,42762613700.0,4.87799831,54.849
Central and South America,Costa Rica,2012,302.0,4736593.0,47231655431.0,4.495453144,58.47
Central and South America,Costa Rica,2013,312.0,4791535.0,50949668841.0,5.231336142,58.427
Central and South America,Costa Rica,2014,268.0,4844288.0,52016408952.0,4.519200985,58.734
Central and South America,Costa Rica,2015,313.0,4895242.0,56441920821.0,0.801982005,57.521
Central and South America,Costa Rica,2016,337.0,4945205.0,58847019610.0,-0.017478851,54.861
Central and South America,Costa Rica,2017,281.0,4993842.0,60516044657.0,1.62590693,55.224
Central and South America,Costa Rica,2018,391.0,5040734.0,62420164992.0,2.221114615,56.605
Central and South America,Costa Rica,2019,384.0,5084532.0,64417670521.0,2.096046353,57.313
Central and South America,Costa Rica,2020,352.0,5123105.0,62395610760.0,0.724911478,50.66
Europe,Croatia,1991,1105.0,4689022.0,46582998845.85879,122.2222222,50.677
Europe,Croatia,1992,1156.0,4575818.0,46582998845.85879,625.0,50.323
Europe,Croatia,1993,1088.0,4600463.0,46582998845.85879,1500.0,49.978
Europe,Croatia,1994,1088.0,4652024.0,46582998845.85879,107.3275862,49.715
Europe,Croatia,1995,930.0,4620030.0,22778297036.0,3.95010395,49.424
Europe,Croatia,1996,1002.0,4557097.0,24147533302.0,4.3,49.117
Europe,Croatia,1997,949.0,4534920.0,24172615104.0,4.170661553,48.619
Europe,Croatia,1998,1029.0,4532135.0,25885224259.0,6.396686608,47.241
Europe,Croatia,1999,989.0,4512597.0,23770159784.0,4.019138756,45.622
Europe,Croatia,2000,926.0,4468302.0,22128719418.0,4.611315547,43.852
Europe,Croatia,2001,882.0,4299642.0,23063323723.0,3.776702467,43.527
Europe,Croatia,2002,875.0,4302174.0,26757255952.0,1.671784374,43.469
Europe,Croatia,2003,865.0,4303399.0,35254833028.0,1.767337808,43.29
Europe,Croatia,2004,871.0,4304600.0,41855265955.0,2.055396791,44.163
Europe,Croatia,2005,875.0,4310145.0,45025332740.0,3.317178244,43.368
Europe,Croatia,2006,798.0,4311159.0,49601608069.0,3.189825915,43.715
Europe,Croatia,2007,776.0,4310217.0,59319172947.0,2.899282756,47.685
Europe,Croatia,2008,795.0,4309705.0,68519137406.0,6.076968388,48.589
Europe,Croatia,2009,790.0,4305181.0,62085753436.0,2.378528459,48.233
Europe,Croatia,2010,777.0,4295427.0,58819429750.0,1.030555053,46.47
Europe,Croatia,2011,702.0,4280622.0,62736258335.0,2.272727273,44.748
Europe,Croatia,2012,776.0,4267558.0,57354547991.0,3.412073491,43.187
Europe,Croatia,2013,692.0,4255689.0,59491066218.0,2.216582064,42.07
Europe,Croatia,2014,722.0,4238389.0,59342363989.0,-0.21519616,43.307
Europe,Croatia,2015,739.0,4203604.0,50857353544.0,-0.464499005,44.198
Europe,Croatia,2016,683.0,4174349.0,52512987756.0,-1.125,44.597
Europe,Croatia,2017,635.0,4124531.0,56061675144.0,1.129372103,45.825
Europe,Croatia,2018,679.0,4087843.0,61481309636.0,1.50012501,46.875
Europe,Croatia,2019,582.0,4065253.0,61470295888.0,0.771820346,47.717
Europe,Croatia,2020,556.0,4047680.0,57760024674.0,0.154811375,47.198
Europe,Croatia,2021,583.0,3879000.0,69081236641.0,2.554506996,47.84
Asia,Cyprus,1999,1.0,931600.0,10497908306.0,1.63,56.73
Asia,Cyprus,2000,7.0,948237.0,9985844486.0,4.141657647,57.281
Asia,Cyprus,2004,7.0,1018684.0,17320552500.0,2.286217068,59.995
